iso_code,location,date,cases_per_100k,deaths_per_100k
AIA,Anguilla,2021-04-09,0,NA
AIA,Anguilla,2021-04-10,0,NA
AIA,Anguilla,2021-04-11,0,NA
AIA,Anguilla,2021-04-12,0,NA
AIA,Anguilla,2021-04-13,0,NA
AIA,Anguilla,2021-04-14,0,NA
AIA,Anguilla,2021-04-15,0,NA
AIA,Anguilla,2021-04-16,0,NA
AIA,Anguilla,2021-04-17,2644.63,NA
AIA,Anguilla,2021-04-18,0,NA
AIA,Anguilla,2021-04-19,0,NA
AIA,Anguilla,2021-04-20,0,NA
AIA,Anguilla,2021-04-21,0,NA
AIA,Anguilla,2021-04-22,0,NA
AIA,Anguilla,2021-04-23,0,NA
AIA,Anguilla,2021-04-24,19173.55,NA
AIA,Anguilla,2021-04-25,0,NA
AIA,Anguilla,2021-04-26,14545.45,NA
AIA,Anguilla,2021-04-27,2644.63,NA
AIA,Anguilla,2021-04-28,1983.47,NA
AIA,Anguilla,2021-04-29,2644.63,NA
AIA,Anguilla,2021-04-30,1322.31,NA
AIA,Anguilla,2021-05-01,0,NA
AIA,Anguilla,2021-05-02,1322.31,NA
AIA,Anguilla,2021-05-03,0,NA
AIA,Anguilla,2021-05-04,0,NA
AIA,Anguilla,2021-05-05,0,NA
AIA,Anguilla,2021-05-06,0,NA
AIA,Anguilla,2021-05-07,0,NA
AIA,Anguilla,2021-05-08,2644.63,NA
AIA,Anguilla,2021-05-09,0,NA
AIA,Anguilla,2021-05-10,0,NA
AIA,Anguilla,2021-05-11,6611.570000000001,NA
AIA,Anguilla,2021-05-12,0,NA
AIA,Anguilla,2021-05-13,0,NA
AIA,Anguilla,2021-05-14,0,NA
AIA,Anguilla,2021-05-15,0,NA
AIA,Anguilla,2021-05-16,0,NA
AIA,Anguilla,2021-05-17,0,NA
AIA,Anguilla,2021-05-18,0,NA
AIA,Anguilla,2021-05-19,0,NA
AIA,Anguilla,2021-05-20,0,NA
AIA,Anguilla,2021-05-21,0,NA
AIA,Anguilla,2021-05-22,0,NA
AIA,Anguilla,2021-05-23,0,NA
AIA,Anguilla,2021-05-24,0,NA
AIA,Anguilla,2021-05-25,0,NA
AIA,Anguilla,2021-05-26,0,NA
AIA,Anguilla,2021-05-27,0,NA
AIA,Anguilla,2021-05-28,0,NA
AIA,Anguilla,2021-05-29,0,NA
AIA,Anguilla,2021-05-30,0,NA
AIA,Anguilla,2021-05-31,0,NA
AIA,Anguilla,2021-06-01,0,NA
AIA,Anguilla,2021-06-02,0,NA
AIA,Anguilla,2021-06-03,0,NA
AIA,Anguilla,2021-06-04,0,NA
AIA,Anguilla,2021-06-05,0,NA
AIA,Anguilla,2021-06-06,0,NA
AIA,Anguilla,2021-06-07,0,NA
AIA,Anguilla,2021-06-08,0,NA
AIA,Anguilla,2021-06-09,0,NA
AIA,Anguilla,2021-06-10,0,NA
AIA,Anguilla,2021-06-11,0,NA
AIA,Anguilla,2021-06-12,0,NA
AIA,Anguilla,2021-06-13,0,NA
AIA,Anguilla,2021-06-14,0,NA
AIA,Anguilla,2021-06-15,0,NA
AIA,Anguilla,2021-06-16,0,NA
AIA,Anguilla,2021-06-17,0,NA
AIA,Anguilla,2021-06-18,0,NA
AIA,Anguilla,2021-06-19,0,NA
AIA,Anguilla,2021-06-20,0,NA
AIA,Anguilla,2021-06-21,0,NA
AIA,Anguilla,2021-06-22,0,NA
AIA,Anguilla,2021-06-23,0,NA
AIA,Anguilla,2021-06-24,0,NA
AIA,Anguilla,2021-06-25,0,NA
AIA,Anguilla,2021-06-26,0,NA
AIA,Anguilla,2021-06-27,0,NA
AIA,Anguilla,2021-06-28,0,NA
AIA,Anguilla,2021-06-29,0,NA
AIA,Anguilla,2021-06-30,0,NA
AIA,Anguilla,2021-07-01,0,NA
AIA,Anguilla,2021-07-02,0,NA
AIA,Anguilla,2021-07-03,1322.31,NA
AIA,Anguilla,2021-07-04,0,NA
AIA,Anguilla,2021-07-05,0,NA
AIA,Anguilla,2021-07-06,0,NA
AIA,Anguilla,2021-07-07,0,NA
AIA,Anguilla,2021-07-08,0,NA
AIA,Anguilla,2021-07-09,0,NA
AIA,Anguilla,2021-07-10,0,NA
AIA,Anguilla,2021-07-11,0,NA
AIA,Anguilla,2021-07-12,0,NA
AIA,Anguilla,2021-07-13,0,NA
AIA,Anguilla,2021-07-14,0,NA
AIA,Anguilla,2021-07-15,0,NA
AIA,Anguilla,2021-07-16,661.16,NA
AIA,Anguilla,2021-07-17,0,NA
AIA,Anguilla,2021-07-18,0,NA
AIA,Anguilla,2021-07-19,661.16,NA
AIA,Anguilla,2021-07-20,0,NA
AIA,Anguilla,2021-07-21,0,NA
AIA,Anguilla,2021-07-22,0,NA
AIA,Anguilla,2021-07-23,0,NA
AIA,Anguilla,2021-07-24,0,NA
AIA,Anguilla,2021-07-25,0,NA
AIA,Anguilla,2021-07-26,0,NA
AIA,Anguilla,2021-07-27,0,NA
AIA,Anguilla,2021-07-28,0,NA
AIA,Anguilla,2021-07-29,0,NA
AIA,Anguilla,2021-07-30,0,NA
AIA,Anguilla,2021-07-31,0,NA
AIA,Anguilla,2021-08-01,0,NA
AIA,Anguilla,2021-08-02,0,NA
AIA,Anguilla,2021-08-03,0,NA
AIA,Anguilla,2021-08-04,0,NA
AIA,Anguilla,2021-08-05,0,NA
AIA,Anguilla,2021-08-06,0,NA
AIA,Anguilla,2021-08-07,0,NA
AIA,Anguilla,2021-08-08,0,NA
AIA,Anguilla,2021-08-09,0,NA
AIA,Anguilla,2021-08-10,0,NA
AIA,Anguilla,2021-08-11,0,NA
AIA,Anguilla,2021-08-12,9256.2,NA
AIA,Anguilla,2021-08-13,0,NA
AIA,Anguilla,2021-08-14,0,NA
AIA,Anguilla,2021-08-15,0,NA
AIA,Anguilla,2021-08-16,6611.570000000001,NA
AIA,Anguilla,2021-08-17,0,NA
AIA,Anguilla,2021-08-18,0,NA
AIA,Anguilla,2021-08-19,11239.670000000002,NA
AIA,Anguilla,2021-08-20,0,NA
AIA,Anguilla,2021-08-21,7933.88,NA
AIA,Anguilla,2021-08-22,0,NA
AIA,Anguilla,2021-08-23,0,NA
AIA,Anguilla,2021-08-24,0,NA
AIA,Anguilla,2021-08-25,5289.26,NA
AIA,Anguilla,2021-08-26,13223.140000000001,NA
AIA,Anguilla,2021-08-27,0,NA
AIA,Anguilla,2021-08-28,0,NA
AIA,Anguilla,2021-08-29,4628.1,NA
AIA,Anguilla,2021-08-30,10578.510000000002,NA
AIA,Anguilla,2021-08-31,0,NA
AIA,Anguilla,2021-09-01,0,NA
AIA,Anguilla,2021-09-02,25785.120000000003,NA
AIA,Anguilla,2021-09-03,0,NA
AIA,Anguilla,2021-09-04,15206.61,NA
AIA,Anguilla,2021-09-05,0,NA
AIA,Anguilla,2021-09-06,11239.670000000002,NA
AIA,Anguilla,2021-09-07,0,NA
AIA,Anguilla,2021-09-08,5950.410000000001,NA
AIA,Anguilla,2021-09-09,0,NA
AIA,Anguilla,2021-09-10,4628.1,NA
AIA,Anguilla,2021-09-11,0,NA
AIA,Anguilla,2021-09-12,0,NA
AIA,Anguilla,2021-09-13,3966.94,NA
AIA,Anguilla,2021-09-14,0,NA
AIA,Anguilla,2021-09-15,0,NA
AIA,Anguilla,2021-09-16,4628.1,NA
AIA,Anguilla,2021-09-17,3966.94,NA
AIA,Anguilla,2021-09-18,0,NA
AIA,Anguilla,2021-09-19,0,NA
AIA,Anguilla,2021-09-20,0,NA
AIA,Anguilla,2021-09-21,5950.410000000001,661.16
AIA,Anguilla,2021-09-22,6611.570000000001,0
AIA,Anguilla,2021-09-23,0,0
AIA,Anguilla,2021-09-24,9256.2,0
AIA,Anguilla,2021-09-25,0,0
AIA,Anguilla,2021-09-26,0,0
AIA,Anguilla,2021-09-27,16528.93,0
AIA,Anguilla,2021-09-28,0,0
AIA,Anguilla,2021-09-29,13223.140000000001,0
AIA,Anguilla,2021-09-30,0,0
AIA,Anguilla,2021-10-01,10578.510000000002,0
AIA,Anguilla,2021-10-02,0,0
AIA,Anguilla,2021-10-03,0,0
AIA,Anguilla,2021-10-04,18512.4,0
AIA,Anguilla,2021-10-05,0,0
AIA,Anguilla,2021-10-06,0,0
AIA,Anguilla,2021-10-07,30413.22,0
AIA,Anguilla,2021-10-08,29752.07,0
AIA,Anguilla,2021-10-09,0,0
AIA,Anguilla,2021-10-10,0,0
AIA,Anguilla,2021-10-11,33057.85,0
AIA,Anguilla,2021-10-12,0,0
AIA,Anguilla,2021-10-13,33057.85,0
AIA,Anguilla,2021-10-14,0,0
AIA,Anguilla,2021-10-15,15867.77,0
AIA,Anguilla,2021-10-16,0,0
AIA,Anguilla,2021-10-17,0,0
AIA,Anguilla,2021-10-18,19834.71,0
AIA,Anguilla,2021-10-19,0,0
AIA,Anguilla,2021-10-20,29752.07,0
AIA,Anguilla,2021-10-21,0,0
AIA,Anguilla,2021-10-22,33057.85,0
AIA,Anguilla,2021-10-23,0,0
AIA,Anguilla,2021-10-24,0,0
AIA,Anguilla,2021-10-25,0,0
AIA,Anguilla,2021-10-26,43636.36,0
AIA,Anguilla,2021-10-27,0,0
AIA,Anguilla,2021-10-28,21818.18,0
AIA,Anguilla,2021-10-29,0,0
AIA,Anguilla,2021-10-30,34380.17,0
AIA,Anguilla,2021-10-31,0,0
AIA,Anguilla,2021-11-01,0,0
AIA,Anguilla,2021-11-02,0,0
AIA,Anguilla,2021-11-03,26446.280000000002,0
AIA,Anguilla,2021-11-04,23140.5,0
AIA,Anguilla,2021-11-05,0,0
AIA,Anguilla,2021-11-06,13223.140000000001,0
AIA,Anguilla,2021-11-07,0,0
AIA,Anguilla,2021-11-08,0,0
AIA,Anguilla,2021-11-09,0,0
AIA,Anguilla,2021-11-10,25123.97,661.16
AIA,Anguilla,2021-11-11,21157.020000000004,661.16
AIA,Anguilla,2021-11-12,0,0
AIA,Anguilla,2021-11-13,18512.4,661.16
AIA,Anguilla,2021-11-14,0,0
AIA,Anguilla,2021-11-15,0,0
AIA,Anguilla,2021-11-16,25123.97,0
AIA,Anguilla,2021-11-17,0,0
AIA,Anguilla,2021-11-18,0,NA
AIA,Anguilla,2021-11-19,61487.600000000006,0
AIA,Anguilla,2021-11-20,0,0
AIA,Anguilla,2021-11-21,0,0
AIA,Anguilla,2021-11-22,0,0
AIA,Anguilla,2021-11-23,43636.36,0
AIA,Anguilla,2021-11-24,0,0
AIA,Anguilla,2021-11-25,0,0
AIA,Anguilla,2021-11-26,0,0
AIA,Anguilla,2021-11-27,0,0
AIA,Anguilla,2021-11-28,0,0
AIA,Anguilla,2021-11-29,34380.17,0
AIA,Anguilla,2021-11-30,0,0
AIA,Anguilla,2021-12-01,0,0
AIA,Anguilla,2021-12-02,18512.4,0
AIA,Anguilla,2021-12-03,0,0
AIA,Anguilla,2021-12-04,0,0
AIA,Anguilla,2021-12-05,0,0
AIA,Anguilla,2021-12-06,36363.64,661.16
AIA,Anguilla,2021-12-07,0,0
AIA,Anguilla,2021-12-08,0,0
AIA,Anguilla,2021-12-09,0,0
AIA,Anguilla,2021-12-10,35702.48,0
AIA,Anguilla,2021-12-11,0,0
AIA,Anguilla,2021-12-12,0,0
AIA,Anguilla,2021-12-13,0,0
AIA,Anguilla,2021-12-14,45619.83,0
AIA,Anguilla,2021-12-15,0,0
AIA,Anguilla,2021-12-16,0,0
AIA,Anguilla,2021-12-17,0,0
AIA,Anguilla,2021-12-18,0,0
AIA,Anguilla,2021-12-19,0,0
AIA,Anguilla,2021-12-20,24462.809999999998,661.16
AIA,Anguilla,2021-12-21,0,0
AIA,Anguilla,2021-12-22,0,0
AIA,Anguilla,2021-12-23,0,0
AIA,Anguilla,2021-12-24,11239.670000000002,0
AIA,Anguilla,2021-12-25,0,0
AIA,Anguilla,2021-12-26,0,0
AIA,Anguilla,2021-12-27,0,0
AIA,Anguilla,2021-12-28,18512.4,0
AIA,Anguilla,2021-12-29,0,0
AIA,Anguilla,2021-12-30,0,0
AIA,Anguilla,2021-12-31,0,0
AIA,Anguilla,2022-01-01,0,0
AIA,Anguilla,2022-01-02,0,0
AIA,Anguilla,2022-01-03,0,0
AIA,Anguilla,2022-01-04,68099.17,661.16
AIA,Anguilla,2022-01-05,0,0
AIA,Anguilla,2022-01-06,0,0
AIA,Anguilla,2022-01-07,0,0
AIA,Anguilla,2022-01-08,0,0
AIA,Anguilla,2022-01-09,0,0
AIA,Anguilla,2022-01-10,109090.91,0
AIA,Anguilla,2022-01-11,0,0
AIA,Anguilla,2022-01-12,0,0
AIA,Anguilla,2022-01-13,0,0
AIA,Anguilla,2022-01-14,64793.39,0
AIA,Anguilla,2022-01-15,0,0
AIA,Anguilla,2022-01-16,45619.83,661.16
AIA,Anguilla,2022-01-17,0,0
AIA,Anguilla,2022-01-18,0,0
AIA,Anguilla,2022-01-19,51570.25,0
AIA,Anguilla,2022-01-20,0,0
AIA,Anguilla,2022-01-21,0,0
AIA,Anguilla,2022-01-22,0,0
AIA,Anguilla,2022-01-23,0,0
AIA,Anguilla,2022-01-24,0,0
AIA,Anguilla,2022-01-25,54876.03,0
AIA,Anguilla,2022-01-26,0,0
AIA,Anguilla,2022-01-27,0,0
AIA,Anguilla,2022-01-28,35702.48,661.16
AIA,Anguilla,2022-01-29,0,0
AIA,Anguilla,2022-01-30,0,0
AIA,Anguilla,2022-01-31,0,0
AIA,Anguilla,2022-02-01,24462.809999999998,0
AIA,Anguilla,2022-02-02,0,0
AIA,Anguilla,2022-02-03,15206.61,0
AIA,Anguilla,2022-02-04,0,0
AIA,Anguilla,2022-02-05,0,0
AIA,Anguilla,2022-02-06,0,0
AIA,Anguilla,2022-02-07,34380.17,661.16
AIA,Anguilla,2022-02-08,0,0
AIA,Anguilla,2022-02-09,14545.45,0
AIA,Anguilla,2022-02-10,0,0
AIA,Anguilla,2022-02-11,0,0
AIA,Anguilla,2022-02-12,0,0
AIA,Anguilla,2022-02-13,0,0
AIA,Anguilla,2022-02-14,25785.120000000003,0
AIA,Anguilla,2022-02-15,0,0
AIA,Anguilla,2022-02-16,5950.410000000001,0
AIA,Anguilla,2022-02-17,0,0
AIA,Anguilla,2022-02-18,0,0
AIA,Anguilla,2022-02-19,0,0
AIA,Anguilla,2022-02-20,0,0
AIA,Anguilla,2022-02-21,0,0
AIA,Anguilla,2022-02-22,0,0
AIA,Anguilla,2022-02-23,14545.45,0
AIA,Anguilla,2022-02-24,0,0
AIA,Anguilla,2022-02-25,0,0
AIA,Anguilla,2022-02-26,0,0
AIA,Anguilla,2022-02-27,0,0
AIA,Anguilla,2022-02-28,17851.24,0
AIA,Anguilla,2022-03-01,0,0
AIA,Anguilla,2022-03-02,0,0
AIA,Anguilla,2022-03-03,0,0
AIA,Anguilla,2022-03-04,0,0
AIA,Anguilla,2022-03-05,0,0
AIA,Anguilla,2022-03-06,0,0
AIA,Anguilla,2022-03-07,12561.980000000001,0
AIA,Anguilla,2022-03-08,0,0
AIA,Anguilla,2022-03-09,0,0
AIA,Anguilla,2022-03-10,0,0
AIA,Anguilla,2022-03-11,0,0
AIA,Anguilla,2022-03-12,0,0
AIA,Anguilla,2022-03-13,0,0
AIA,Anguilla,2022-03-14,13884.300000000001,0
AIA,Anguilla,2022-03-15,0,0
AIA,Anguilla,2022-03-16,0,0
AIA,Anguilla,2022-03-17,0,0
AIA,Anguilla,2022-03-18,0,0
AIA,Anguilla,2022-03-19,0,0
AIA,Anguilla,2022-03-20,0,0
AIA,Anguilla,2022-03-21,0,0
AIA,Anguilla,2022-03-22,25123.97,0
AIA,Anguilla,2022-03-23,0,0
AIA,Anguilla,2022-03-24,0,0
AIA,Anguilla,2022-03-25,0,0
AIA,Anguilla,2022-03-26,0,0
AIA,Anguilla,2022-03-27,0,0
AIA,Anguilla,2022-03-28,44297.520000000004,0
AIA,Anguilla,2022-03-29,0,0
AIA,Anguilla,2022-03-30,0,0
AIA,Anguilla,2022-03-31,0,0
AIA,Anguilla,2022-04-01,0,0
AIA,Anguilla,2022-04-02,0,0
AIA,Anguilla,2022-04-03,0,0
AIA,Anguilla,2022-04-04,0,0
AIA,Anguilla,2022-04-05,11239.670000000002,0
AIA,Anguilla,2022-04-06,0,0
AIA,Anguilla,2022-04-07,0,0
AIA,Anguilla,2022-04-08,0,0
AIA,Anguilla,2022-04-09,0,0
AIA,Anguilla,2022-04-10,0,0
AIA,Anguilla,2022-04-11,9256.2,0
AIA,Anguilla,2022-04-12,0,0
AIA,Anguilla,2022-04-13,0,0
AIA,Anguilla,2022-04-14,0,0
AIA,Anguilla,2022-04-15,0,0
AIA,Anguilla,2022-04-16,0,0
AIA,Anguilla,2022-04-17,0,0
AIA,Anguilla,2022-04-18,0,0
AIA,Anguilla,2022-04-19,0,0
AIA,Anguilla,2022-04-20,0,0
AIA,Anguilla,2022-04-21,0,0
AIA,Anguilla,2022-04-22,0,0
AIA,Anguilla,2022-04-23,0,0
AIA,Anguilla,2022-04-24,0,0
AIA,Anguilla,2022-04-25,0,0
AIA,Anguilla,2022-04-26,37685.95,0
AIA,Anguilla,2022-04-27,0,0
AIA,Anguilla,2022-04-28,0,0
AIA,Anguilla,2022-04-29,0,0
AIA,Anguilla,2022-04-30,0,0
AIA,Anguilla,2022-05-01,0,0
AIA,Anguilla,2022-05-02,0,0
AIA,Anguilla,2022-05-03,0,0
AIA,Anguilla,2022-05-04,0,0
AIA,Anguilla,2022-05-05,0,0
AIA,Anguilla,2022-05-06,0,0
AIA,Anguilla,2022-05-07,0,0
AIA,Anguilla,2022-05-08,0,0
AIA,Anguilla,2022-05-09,0,0
ATG,Antigua and Barbuda,2020-03-13,101.28999999999999,NA
ATG,Antigua and Barbuda,2020-03-14,0,NA
ATG,Antigua and Barbuda,2020-03-15,0,NA
ATG,Antigua and Barbuda,2020-03-16,0,NA
ATG,Antigua and Barbuda,2020-03-17,0,NA
ATG,Antigua and Barbuda,2020-03-18,0,NA
ATG,Antigua and Barbuda,2020-03-19,0,NA
ATG,Antigua and Barbuda,2020-03-20,0,NA
ATG,Antigua and Barbuda,2020-03-21,0,NA
ATG,Antigua and Barbuda,2020-03-22,0,NA
ATG,Antigua and Barbuda,2020-03-23,202.57999999999998,NA
ATG,Antigua and Barbuda,2020-03-24,0,NA
ATG,Antigua and Barbuda,2020-03-25,0,NA
ATG,Antigua and Barbuda,2020-03-26,405.15,NA
ATG,Antigua and Barbuda,2020-03-27,0,NA
ATG,Antigua and Barbuda,2020-03-28,0,NA
ATG,Antigua and Barbuda,2020-03-29,0,NA
ATG,Antigua and Barbuda,2020-03-30,0,NA
ATG,Antigua and Barbuda,2020-03-31,0,NA
ATG,Antigua and Barbuda,2020-04-01,0,NA
ATG,Antigua and Barbuda,2020-04-02,202.57999999999998,NA
ATG,Antigua and Barbuda,2020-04-03,607.73,NA
ATG,Antigua and Barbuda,2020-04-04,0,NA
ATG,Antigua and Barbuda,2020-04-05,0,NA
ATG,Antigua and Barbuda,2020-04-06,0,NA
ATG,Antigua and Barbuda,2020-04-07,405.15,101.28999999999999
ATG,Antigua and Barbuda,2020-04-08,0,101.28999999999999
ATG,Antigua and Barbuda,2020-04-09,0,0
ATG,Antigua and Barbuda,2020-04-10,0,0
ATG,Antigua and Barbuda,2020-04-11,202.57999999999998,0
ATG,Antigua and Barbuda,2020-04-12,0,0
ATG,Antigua and Barbuda,2020-04-13,202.57999999999998,0
ATG,Antigua and Barbuda,2020-04-14,0,0
ATG,Antigua and Barbuda,2020-04-15,0,0
ATG,Antigua and Barbuda,2020-04-16,0,101.28999999999999
ATG,Antigua and Barbuda,2020-04-17,0,0
ATG,Antigua and Barbuda,2020-04-18,0,0
ATG,Antigua and Barbuda,2020-04-19,0,0
ATG,Antigua and Barbuda,2020-04-20,0,0
ATG,Antigua and Barbuda,2020-04-21,0,0
ATG,Antigua and Barbuda,2020-04-22,101.28999999999999,0
ATG,Antigua and Barbuda,2020-04-23,0,0
ATG,Antigua and Barbuda,2020-04-24,0,0
ATG,Antigua and Barbuda,2020-04-25,0,0
ATG,Antigua and Barbuda,2020-04-26,0,0
ATG,Antigua and Barbuda,2020-04-27,0,0
ATG,Antigua and Barbuda,2020-04-28,0,0
ATG,Antigua and Barbuda,2020-04-29,0,0
ATG,Antigua and Barbuda,2020-04-30,0,0
ATG,Antigua and Barbuda,2020-05-01,101.28999999999999,0
ATG,Antigua and Barbuda,2020-05-02,0,0
ATG,Antigua and Barbuda,2020-05-03,0,0
ATG,Antigua and Barbuda,2020-05-04,0,0
ATG,Antigua and Barbuda,2020-05-05,0,0
ATG,Antigua and Barbuda,2020-05-06,0,0
ATG,Antigua and Barbuda,2020-05-07,0,0
ATG,Antigua and Barbuda,2020-05-08,0,0
ATG,Antigua and Barbuda,2020-05-09,0,0
ATG,Antigua and Barbuda,2020-05-10,0,0
ATG,Antigua and Barbuda,2020-05-11,0,0
ATG,Antigua and Barbuda,2020-05-12,0,0
ATG,Antigua and Barbuda,2020-05-13,0,0
ATG,Antigua and Barbuda,2020-05-14,0,0
ATG,Antigua and Barbuda,2020-05-15,0,0
ATG,Antigua and Barbuda,2020-05-16,0,0
ATG,Antigua and Barbuda,2020-05-17,0,0
ATG,Antigua and Barbuda,2020-05-18,0,0
ATG,Antigua and Barbuda,2020-05-19,0,0
ATG,Antigua and Barbuda,2020-05-20,0,0
ATG,Antigua and Barbuda,2020-05-21,0,0
ATG,Antigua and Barbuda,2020-05-22,0,0
ATG,Antigua and Barbuda,2020-05-23,0,0
ATG,Antigua and Barbuda,2020-05-24,0,0
ATG,Antigua and Barbuda,2020-05-25,0,0
ATG,Antigua and Barbuda,2020-05-26,0,0
ATG,Antigua and Barbuda,2020-05-27,0,0
ATG,Antigua and Barbuda,2020-05-28,0,0
ATG,Antigua and Barbuda,2020-05-29,0,0
ATG,Antigua and Barbuda,2020-05-30,0,0
ATG,Antigua and Barbuda,2020-05-31,101.28999999999999,0
ATG,Antigua and Barbuda,2020-06-01,0,0
ATG,Antigua and Barbuda,2020-06-02,0,0
ATG,Antigua and Barbuda,2020-06-03,0,0
ATG,Antigua and Barbuda,2020-06-04,0,0
ATG,Antigua and Barbuda,2020-06-05,0,0
ATG,Antigua and Barbuda,2020-06-06,0,0
ATG,Antigua and Barbuda,2020-06-07,0,0
ATG,Antigua and Barbuda,2020-06-08,0,0
ATG,Antigua and Barbuda,2020-06-09,0,0
ATG,Antigua and Barbuda,2020-06-10,0,0
ATG,Antigua and Barbuda,2020-06-11,0,0
ATG,Antigua and Barbuda,2020-06-12,0,0
ATG,Antigua and Barbuda,2020-06-13,0,0
ATG,Antigua and Barbuda,2020-06-14,0,0
ATG,Antigua and Barbuda,2020-06-15,0,0
ATG,Antigua and Barbuda,2020-06-16,0,0
ATG,Antigua and Barbuda,2020-06-17,0,0
ATG,Antigua and Barbuda,2020-06-18,0,0
ATG,Antigua and Barbuda,2020-06-19,0,0
ATG,Antigua and Barbuda,2020-06-20,0,0
ATG,Antigua and Barbuda,2020-06-21,0,0
ATG,Antigua and Barbuda,2020-06-22,0,0
ATG,Antigua and Barbuda,2020-06-23,0,0
ATG,Antigua and Barbuda,2020-06-24,0,0
ATG,Antigua and Barbuda,2020-06-25,3950.25,0
ATG,Antigua and Barbuda,2020-06-26,0,0
ATG,Antigua and Barbuda,2020-06-27,0,0
ATG,Antigua and Barbuda,2020-06-28,405.15,0
ATG,Antigua and Barbuda,2020-06-29,0,0
ATG,Antigua and Barbuda,2020-06-30,0,0
ATG,Antigua and Barbuda,2020-07-01,0,0
ATG,Antigua and Barbuda,2020-07-02,0,0
ATG,Antigua and Barbuda,2020-07-03,NA,0
ATG,Antigua and Barbuda,2020-07-04,0,0
ATG,Antigua and Barbuda,2020-07-05,0,0
ATG,Antigua and Barbuda,2020-07-06,202.57999999999998,0
ATG,Antigua and Barbuda,2020-07-07,0,0
ATG,Antigua and Barbuda,2020-07-08,0,0
ATG,Antigua and Barbuda,2020-07-09,303.87,0
ATG,Antigua and Barbuda,2020-07-10,101.28999999999999,0
ATG,Antigua and Barbuda,2020-07-11,0,0
ATG,Antigua and Barbuda,2020-07-12,0,0
ATG,Antigua and Barbuda,2020-07-13,0,0
ATG,Antigua and Barbuda,2020-07-14,0,0
ATG,Antigua and Barbuda,2020-07-15,0,0
ATG,Antigua and Barbuda,2020-07-16,0,0
ATG,Antigua and Barbuda,2020-07-17,202.57999999999998,0
ATG,Antigua and Barbuda,2020-07-18,0,0
ATG,Antigua and Barbuda,2020-07-19,0,0
ATG,Antigua and Barbuda,2020-07-20,0,0
ATG,Antigua and Barbuda,2020-07-21,0,0
ATG,Antigua and Barbuda,2020-07-22,0,0
ATG,Antigua and Barbuda,2020-07-23,0,0
ATG,Antigua and Barbuda,2020-07-24,607.73,0
ATG,Antigua and Barbuda,2020-07-25,0,0
ATG,Antigua and Barbuda,2020-07-26,0,0
ATG,Antigua and Barbuda,2020-07-27,405.15,0
ATG,Antigua and Barbuda,2020-07-28,0,0
ATG,Antigua and Barbuda,2020-07-29,506.44,0
ATG,Antigua and Barbuda,2020-07-30,0,0
ATG,Antigua and Barbuda,2020-07-31,0,0
ATG,Antigua and Barbuda,2020-08-01,0,0
ATG,Antigua and Barbuda,2020-08-02,0,0
ATG,Antigua and Barbuda,2020-08-03,101.28999999999999,0
ATG,Antigua and Barbuda,2020-08-04,0,0
ATG,Antigua and Barbuda,2020-08-05,0,0
ATG,Antigua and Barbuda,2020-08-06,0,0
ATG,Antigua and Barbuda,2020-08-07,0,0
ATG,Antigua and Barbuda,2020-08-08,0,0
ATG,Antigua and Barbuda,2020-08-09,0,0
ATG,Antigua and Barbuda,2020-08-10,0,0
ATG,Antigua and Barbuda,2020-08-11,0,0
ATG,Antigua and Barbuda,2020-08-12,0,0
ATG,Antigua and Barbuda,2020-08-13,0,0
ATG,Antigua and Barbuda,2020-08-14,101.28999999999999,0
ATG,Antigua and Barbuda,2020-08-15,0,0
ATG,Antigua and Barbuda,2020-08-16,0,0
ATG,Antigua and Barbuda,2020-08-17,0,0
ATG,Antigua and Barbuda,2020-08-18,0,0
ATG,Antigua and Barbuda,2020-08-19,101.28999999999999,0
ATG,Antigua and Barbuda,2020-08-20,0,0
ATG,Antigua and Barbuda,2020-08-21,0,0
ATG,Antigua and Barbuda,2020-08-22,0,0
ATG,Antigua and Barbuda,2020-08-23,0,0
ATG,Antigua and Barbuda,2020-08-24,0,0
ATG,Antigua and Barbuda,2020-08-25,0,0
ATG,Antigua and Barbuda,2020-08-26,0,0
ATG,Antigua and Barbuda,2020-08-27,0,0
ATG,Antigua and Barbuda,2020-08-28,0,0
ATG,Antigua and Barbuda,2020-08-29,0,0
ATG,Antigua and Barbuda,2020-08-30,0,0
ATG,Antigua and Barbuda,2020-08-31,0,0
ATG,Antigua and Barbuda,2020-09-01,0,0
ATG,Antigua and Barbuda,2020-09-02,0,0
ATG,Antigua and Barbuda,2020-09-03,101.28999999999999,0
ATG,Antigua and Barbuda,2020-09-04,0,0
ATG,Antigua and Barbuda,2020-09-05,0,0
ATG,Antigua and Barbuda,2020-09-06,0,0
ATG,Antigua and Barbuda,2020-09-07,0,0
ATG,Antigua and Barbuda,2020-09-08,0,0
ATG,Antigua and Barbuda,2020-09-09,0,0
ATG,Antigua and Barbuda,2020-09-10,0,0
ATG,Antigua and Barbuda,2020-09-11,0,0
ATG,Antigua and Barbuda,2020-09-12,0,0
ATG,Antigua and Barbuda,2020-09-13,0,0
ATG,Antigua and Barbuda,2020-09-14,0,0
ATG,Antigua and Barbuda,2020-09-15,0,0
ATG,Antigua and Barbuda,2020-09-16,0,0
ATG,Antigua and Barbuda,2020-09-17,0,0
ATG,Antigua and Barbuda,2020-09-18,0,0
ATG,Antigua and Barbuda,2020-09-19,101.28999999999999,0
